StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q25,Q2,Q3,Q4#1_1,Q4#1_2,Q4#1_3,Q4#1_4,Q4#1_5,Q4#1_6,Q4#2_1,Q4#2_2,Q4#2_3,Q4#2_4,Q4#2_5,Q4#2_6,Q4#3_1_1,Q4#3_2_1,Q4#3_3_1,Q4#3_4_1,Q4#3_5_1,Q4#3_6_1,Q4#4_1,Q4#4_2,Q4#4_3,Q4#4_4,Q4#4_5,Q4#4_6,Q4#5_1,Q4#5_2,Q4#5_3,Q4#5_4,Q4#5_5,Q4#5_6,Q4#6_1,Q4#6_2,Q4#6_3,Q4#6_4,Q4#6_5,Q4#6_6,Q4#7_1_1,Q4#7_2_1,Q4#7_3_1,Q4#7_4_1,Q4#7_5_1,Q4#7_6_1,Q5,Q6,Q7,Q8,id_participant
2019-04-07 20:58:09,2019-04-07 21:14:01,IP Address,199.111.229.32,100,951,True,2019-04-07 21:14:01,R_2fJ2r5qipeKHacD,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Claire,85,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39,20,5,6,4,6,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Next behavior,Next behavior,Next behavior,Next behavior,,Sim ended,12,34,44,37,21,16,annoyed/irritated,"laughs/rolls her eyes at misbehaviors
looks around room a lot 
",4,"'-At the high end, the TC supports students in generating at least one classroom expectation, though it might not be supported with logical rationale.
-• The teacher attempted, with mixed success, to redirect offtask student behavior. TC redirected two misbehaviors. However, redirections were lengthy and detracted from the overall quality of the conversation.
-The majority of dialogue/sounds are (a) TC engaging with students about their behavior (b) TC attempts to keep the discussion afloat during unaddressed student misbehavior (c) student misbehavior
-Candidate was visibly annoyed/irritated and her tone of voice with the students was not very warm.
",1_1819_3_85
2019-04-07 21:27:17,2019-04-07 21:41:11,IP Address,199.111.229.32,100,833,True,2019-04-07 21:41:11,R_1K8qDtXi1z3XCKW,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Claire,86,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,27,6,17,6,23,9,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Next behavior,,,,Sim ended,29,49,5,11,7,7,firm,"'-doesn’t smile a lot
-uses please and thank you when giving redirections
",7,"'- The teaching candidate supported students in generating 2-3 reasonable classroom expectations as well as a rationale for them.
-TC redirection ⅚ misbehaviors. However, some misbehaviors were lengthier and detract from the overall quality of the conversation...could have been more succinct.
-TC took awhile to acknowledge some of the behaviors.
-Teacher candidate affect is confident and they remain unruffled throughout the simulation. 
Dialogue is sometimes focused on classroom norms and their rationale. At other times it is (a) focused on students and their misbehavior, (b) used in attempts to keep the discussion afloat during unaddressed student misbehavior 
",1_1819_3_86
2019-04-07 22:43:30,2019-04-07 23:00:01,IP Address,199.111.229.63,100,991,True,2019-04-07 23:00:02,R_31a3ZWIoUuAk6cJ,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Claire,59,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,54,11,11,21,8,2,,No,No,No,Yes,No,,Yes,Yes,Yes,No,Yes,,Next behavior,Next behavior,Next behavior,Next behavior,Sim ended,-,50,37,20,35,24,"warm
increasingly flustered/irritated","voice starts to get shaky 
fidgets hands a lot
positive tone of voice
",3,"'-The teaching candidate supported students in generating 2-3 reasonable classroom expectations. They may or may not have supported students in providing rationale for these. 
-The teacher did not effectively redirect student behaviors. TC redirected one misbehavior, but the redirection was lengthy and detracted from the overall quality of the conversation.
-The majority of dialogue/sounds are (a) TC engaging with students about their behavior (b) TC attempts to keep the discussion afloat during unaddressed student misbehavior (c) student misbehavior.
-Very few moments where all students were engaged in on-task behavior
-TC is positive/warm but appears to be increasingly flustered as sim progresses
",1_1819_2_59
2019-04-08 10:23:08,2019-04-08 10:44:47,IP Address,174.226.146.46,100,1298,True,2019-04-08 10:44:47,R_2cwLR4tecND9ZEE,,,,,37.2554931640625,-80.0531005859375,anonymous,EN,Ethan humming,Claire,115,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,21,3,6,5,8,10,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Next behavior,Next behavior,Next behavior,,,Sim ended,34,55,40,30,19,7,calm but a little nervous,"voice was pretty monotone
TC stuttered when giving redirections out of nervousness
",4,"'-TC supported students in generating one classroom norm with a rationale
-The teacher attempted, with mixed success, to redirect offtask student behavior. 
-Teacher candidate affect is, for the most part, calm though there may be occasional instances where they appear otherwise.
-Redirections were really lengthy and detractd from the overall quaity of the conversation → The majority of dialogue/sounds are (a) TC engaging with students about their behavior (b) TC attempts to keep the discussion afloat during unaddressed student misbehavior (c) student misbehavior.
",1_1819_4_115
2019-04-08 10:46:21,2019-04-08 11:09:54,IP Address,73.251.173.25,100,1413,True,2019-04-08 11:09:55,R_31giInr9WaVkQl4,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Claire,49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,39,8,4,16,18,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,,Next behavior,Next behavior,Next behavior,,Sim ended,47,16,43,40,10,13,warm,"positive tone of voice
uses please and thanking when giving redirections
",4,"'-TC was only able to support students in generating one classroom norm with a rationale
-The teacher attempted, with mixed success, to redirect off task student behavior. TC acknowledged all misbehavior but only redirected two, and redirections could have been more specific. All redirections were lengthy and detracted from overall quality of conversation.
-TC affect was warm
-The majority of dialogue/sounds are (a) TC engaging with students about their behavior (b) TC attempts to keep the discussion afloat during unaddressed student misbehavior (c) student misbehavior.
",1_1819_2_49
2019-04-09 13:48:43,2019-04-09 13:49:57,IP Address,84.123.72.31,100,73,True,2019-04-09 13:49:57,R_2aS690UGf9xSaEg,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan humming,Rachel L,67,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,16,24,30,,15,5,No,No,No,,No,No,No,Yes,Yes,,Yes,Yes,,Next behavior,Next behavior,,Next behavior,Sim ended,8,32,24,,38,27,Unsure,Laughs to self when redirections are not successful as if she’s not sure what to do; tries to ignore behaviors,2,"TC is not able to support students in generating classroom norms (comes up with 1 or 2 herself). TC is largely unsuccessful redirecting off-task behavior—none of the redirections are specific and many are lengthy, which detracts from the quality of the discussion. The majority of the simulation is either the TC trying to redirect misbehavior or trying to keep the conversation afloat. TC remains calm (does not raise voice, etc), but does seem somewhat unsure. ",1_1819_2_67
2019-04-10 16:56:07,2019-04-10 16:57:17,IP Address,84.123.72.31,100,70,True,2019-04-10 16:57:17,R_2rIvYCTLdkw1Hnn,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan humming,Rachel L,50,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38,14,17,1,26,26,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Next behavior,Next behavior,Next behavior,Next behavior,,Sim ended,17,43,37,43,7,3,Calm,TC does not raise voice at students or show any physical signs of irritation; tries to calmly redirect off-task behavior through asking students to talk in groups or talks about misbehavior generally,3,"TC is able to support students in coming up with one classroom norm (comes up with a couple herself), although there is limited rationale behind it. TC is mostly unsuccessful with redirecting off-task behavior (1/6 are specific). TC takes a while to acknowledge most behaviors and most redirections are lengthy, which detracts from the quality of the conversation. The majority of the simulation is the TC trying to keep the discussion afloat during misbehaviors. TC remains calm.",1_1819_2_50
2019-04-10 18:53:28,2019-04-10 18:54:59,IP Address,108.169.215.227,100,90,True,2019-04-10 18:54:59,R_3oFrnZhDCCz4Zr2,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan humming,Rachel G,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,12,6,5,8,4,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,,Next behavior,Next behavior,Next behavior,,Sim ended,9,45,48,38,13,24,calm,"Very calm, level voice, smiles a lot throughout the sim",3,"2 norms created, one specific redirection, most redirections were lengthy and detracted from class discussion, few moments where all students were engaged and on task",1_1819_1_16
2019-04-10 19:10:02,2019-04-10 19:11:21,IP Address,108.169.215.227,100,79,True,2019-04-10 19:11:22,R_s56NqrbrPwl51cd,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan humming,Rachel G,44,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,16,5,11,6,4,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,,Next behavior,Next behavior,Next behavior,,,31,43,48,37,24,9,Calm/confident,"Confident/strong voice, eventually gets to specific redirection for many behaviors (doesn't give up and try to ignore behaviors)",4,"1 norm created, multiple specific redirections, all were lengthy, most dialogue on misbehaviors, inconsistently supported student engagement, calm ",1_1819_2_44
2019-04-10 19:49:59,2019-04-10 19:51:32,IP Address,108.169.215.227,100,93,True,2019-04-10 19:51:33,R_2TB1FybAcfi7Ld7,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan humming,Rachel G,37,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,Yes,30,10,8,24,,19,No,No,No,No,,No,Yes,No,Yes,No,,Yes,Next behavior,,Next behavior,,,Sim ended,29,25,30,17,,12,nervous,"Hesitates to acknowledge, tries to engage with behaviors",2,"3 norms created, teacher uses positive behavioral praise, no specific redirections, some dialogue focused on norms (2 behaviors ended even though redirections weren't specific, one behavior didn't occur), teacher appeared very nervous throughout the simulation",1_1819_2_37
2019-04-11 13:45:44,2019-04-11 13:47:04,IP Address,199.111.227.218,100,80,True,2019-04-11 13:47:04,R_3hsjxUQ3lCTByMd,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,44,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,18,4,12,5,5,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,,Next behavior,Next behavior,Next behavior,,,31,43,47,37,21,7,Calm,"TC maintained a consistent tone and level of voice throughout the video, didn’t raise her voice or change tone when redirecting. ",4,"TC Supported students in developing 1 norm with rationale. TC attempted with mixed success (3ish/6) to redirect off task student behavior. Some disruptions detracted from the overall quality of the discussion. Dialogue is sometimes focused on classroom norms and their rationale, other times focused on students misbehaviors. TC affect is calm. ",1_1819_2_44
2019-04-11 14:08:27,2019-04-11 14:09:53,IP Address,199.111.227.218,100,85,True,2019-04-11 14:09:53,R_3ls6TJZZBIhMbsA,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,10,6,14,8,7,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Next behavior,,Next behavior,,Next behavior,Sim ended,52,3,52,15,31,23,"Calm, a little nervous","Maintained a consistent level and tone of voice, used lots of hand motions which seemed a bit nervous",4,TC supported students in generating 1 norm. TC attempted with mixed (2) successes to redirect off task behavior. Disruptions were mostly lengthy and detracting from the conversation. Dialogue is mostly focused on student misbehaviors. TC affect was calm. ,1_1819_1_25
2019-04-12 03:22:38,2019-04-12 03:23:50,IP Address,84.123.72.31,100,72,True,2019-04-12 03:23:51,R_1r66oZtdalQOeR4,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan humming,Rachel L,47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,48,4,5,13,19,6,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,,,,Next behavior,,Sim ended,7,8,35,28,34,20,Slightly flustered,"Towards the end of the simulation, TC reverts to telling Ethan he’ll have to go to timeout rather than actually trying to redirect the misbehavior; does not raise voice at students (avatar video)",4,"TC is able to support students in coming up with 1-2 classroom norms, although there is limited rationale behind them. TC is mostly unsuccessful with redirecting off-task behavior (2/6 are specific), but student misbehavior discontinues without a specific redirection (interactor error), which allows the TC to support student engagement more. Some redirections are lengthier than others, which detracts from the quality of the discussion. There are some moments when all students are engaged in the discussion. ",1_1819_2_47
2019-04-10 19:48:39,2019-04-13 13:57:57,IP Address,108.169.215.227,100,238157,True,2019-04-13 13:57:57,R_1eyiJztx9yhRFyo,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan humming,Rachel G,34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25,26,34,25,4,4,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Next behavior,Next behavior,Next behavior,Next behavior,,Sim ended,29,30,24,15,27,31,unsure,"Hesitates to redirect, tries to talk over behaviors",2,"No norms created, one specific redirection, disruptions were lengthy, most discussion focused on misbehaviors, low student engagement",1_1819_2_34
2019-04-13 14:32:05,2019-04-13 14:33:12,IP Address,108.169.215.227,100,67,True,2019-04-13 14:33:13,R_3spgVt9GP3DYsQh,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan humming,Rachel G,74,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,19,3,7,3,5,4,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Next behavior,,Next behavior,Next behavior,,Sim ended,33,43,51,39,11,24,unsure,"Hesitates to be specific, repeats Ethan's name towards the end instead of redirecting",4,"1 norm created, mixed success with redirections, most redirections lengthy, some moments where all students are engaged, dialogue sometimes on norms, sometimes on behaviors",1_1819_3_74
2019-04-13 14:45:38,2019-04-13 15:29:53,IP Address,73.251.173.25,100,2654,True,2019-04-13 15:29:53,R_1dlRjrpSz1EAgDS,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Claire,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,38,18,22,34,15,4,No,No,No,,Yes,No,Yes,Yes,Yes,,No,Yes,Next behavior,Next behavior,Next behavior,,,Sim ended,15,44,33,-,10,23,nervous,"stuttered a lot
very hesitant to speak up and take control of the classroom",3,"'-The teacher candidate struggled to facilitate a discussion about classroom norms. 
- At the high end, the TC supports students in generating at least one classroom expectation, though it might not be supported with logical rationale
-The teacher did not effectively redirect student behaviors. TC ignored one behavior. They acknowledged all of the other behaviors but only redirected one misbehavior. 
-Disruptions were lengthy and detracted from the overall quality of the conversation.
-Overall teacher candidate affect is not calm and may grow less so over the course of the simulation. Teacher candidate may appear nervous, flustered, or rattled. A
-The teacher candidate did not support student engagement. Therefore, there were few moments where all students were engaged in on-task behavior. Some students may be engaging in off-task behavior. Others may be compliant, but not actively engaged.
",1_1819_1_29
2019-04-13 15:30:12,2019-04-13 16:42:11,IP Address,73.251.19.136,100,4319,True,2019-04-13 16:42:12,R_u32H6TmsIcpYvE5,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan humming,Claire,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,19,5,3,4,27,10,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Next behavior,Next behavior,Next behavior,Next behavior,,Sim ended,32,52,52,37,18,19,firm-aggressive,"'-reiterates how “disrespectful Ethan is being”
-doesn’t say please or thank you in redirections
-tone of voice is not warm at all
",3," -The teacher candidate struggled to facilitate a discussion about classroom norms. 
-At the high end, the TC supports students in generating at least one classroom expectation, though it might not be supported with logical rationale.
-TC acknowledged all misbehaviors but only redirected one of them. Redirections were lengthy and detracted from the overall quality of the conversation.
-Overall teacher candidate affect is not calm and may grow less so over the course of the simulation. Teacher candidate may appear nervous, flustered, or rattled. Alternatively, candidates may become visibly irritated or aggressive. 
",1_1819_2_53
2019-04-13 19:31:19,2019-04-13 19:32:39,IP Address,73.99.90.201,100,80,True,2019-04-13 19:32:39,R_1JVM2ADDpmJqPFC,,,,,38.0704040527343,-78.9067001342773,anonymous,EN,Ethan humming,Maggie,74,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,19,4,5,4,6,5,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Next behavior,,Next behavior,Next behavior,,Sim ended,33,41,51,37,11,25,"Calm, increasingly annoyed ","TC maintained a pretty consistent voice throughout the simulation, but towards the later misbehaviors TC started to use hands more often and repeating of students names.  ",4,Students developed one classroom expectation. TC attempted with mixed success to redirect off task behavior. Almost all disruptions detracted from overall quality. Discussion mostly focused on redirecting misbehaviors. TC affect is calm for the most part. ,1_1819_3_74
2019-04-13 19:45:07,2019-04-13 19:46:08,IP Address,73.99.90.201,100,60,True,2019-04-13 19:46:09,R_Oq998q4YmAXDLWx,,,,,38.0704040527343,-78.9067001342773,anonymous,EN,Ethan humming,Maggie,104,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,4,3,9,3,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Next behavior,Next behavior,,Next behavior,,,45,53,21,33,8,29,"Calm, slightly increasingly annoyed","TC maintained pretty consistent tone and level of voice, slightly raised voice during redirections towards the end. ",5,TC supported students in generating 2 reasonable expectations. TC attempted with mixed success to redirect off task behavior. TC affect is calm for the most part. Discussion is sometimes on norms sometimes on redirections. ,1_1819_3_104
